State,District,Latitude,Longitude,District code,Population,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Other Religion,Households,Urban Households,Rural Households,SC,ST,Households with Internet,Housholds with Electric Lighting,Households with Computer,Total Power Parity,Non Workers,sex_ratio,literacy rate,GDP Per Capita,Unemployment Rate
Andhra Pradesh,Adilabad,19.284513950073435,78.81321233480176,532,2741239,2399901,275970,15422,1377,25510,617,322,817714,220248,597466,488596,495794,5512,566108,45202,4181,1417572,999.0,54.0,0.0015252227186319763,51.71282037064262
Andhra Pradesh,Anantapur,14.312065561843148,77.4601584478577,553,4081148,3599372,443456,20463,932,341,1417,309,1244428,341431,902997,583135,154127,8606,897970,48299,5799,2044982,1024.0,57.0,0.00142092372048257,50.108008824967875
Andhra Pradesh,Chittoor,13.33109263067696,78.92763898886037,554,4174064,3737588,397870,24129,867,253,1322,358,1303870,395900,907970,785760,159165,13763,944555,67087,5926,2240707,1003.0,64.0,0.0014197194868118936,53.68166372149541
Andhra Pradesh,East Godavari,16.782718320784902,82.2432074720511,545,5154296,4983330,77777,77825,738,413,4149,403,1605841,406362,1199479,945269,213195,22411,1297273,93784,7211,3060615,994.0,64.0,0.0013990271416309812,59.37988427517551
Andhra Pradesh,Guntur,15.884925767634847,80.58657614107885,548,4887813,4217597,559770,89763,764,323,3282,332,1582990,513113,1069877,957407,247089,19383,1186028,80434,6981,2506189,997.0,61.0,0.0014282461297107725,51.27424064709514
Andhra Pradesh,Hyderabad,17.38971555555556,78.46668888888888,536,3943323,2046051,1713405,87522,11446,1268,19560,1929,1066289,1066289,0,247927,48937,149034,869721,274653,11071,2530026,1049.0,73.0,0.002807530602996508,64.15974547355111
Andhra Pradesh,Karimnagar,18.515483193277312,79.43765428571413,534,3776269,3491139,244723,24979,2086,332,312,115,1165280,288044,877236,709757,106745,8831,926768,46584,5251,1899501,992.0,58.0,0.00139052593975694,50.300998154527655
Andhra Pradesh,Khammam,17.683921325051784,80.67008643892335,541,2797370,2595321,158887,33463,655,217,459,539,870625,201363,669262,462896,765565,8628,668519,42171,3836,1387308,989.0,58.0,0.0013712880312579316,49.593296560698086
Andhra Pradesh,Krishna,16.143872753151673,81.14805061000413,547,4517398,4023678,307043,145598,1393,863,6320,906,1476334,567042,909292,871063,132464,30438,1163932,101450,6983,2468518,1008.0,67.0,0.001545801366184693,54.644687052148164
Andhra Pradesh,Kurnool,15.43759715142429,77.90086836581717,552,4053463,3328380,670737,33165,737,255,2235,434,1090835,306982,783853,737945,82831,10081,816721,56478,5301,2024038,1012.0,52.0,0.0013077706642443756,49.93355064546044
Andhra Pradesh,Mahbubnagar,16.639546224256293,77.98933089244859,538,4053028,3673456,334172,21345,658,290,388,267,1010015,161052,848963,708954,364269,6153,757821,60812,4695,1970527,1024.0,48.0,0.0011583931815916397,48.61863771974929
Andhra Pradesh,Medak,17.889304978038055,78.13778901903379,535,3033288,2637313,342449,34301,1309,554,457,217,789132,195479,593653,537947,168985,8635,604719,47170,3874,1591085,1008.0,54.0,0.00127716194439829,52.454135578289964
Andhra Pradesh,Nalgonda,17.113250515463907,79.16984453608244,539,3488809,3249231,188646,35025,937,241,250,132,1030937,197433,833504,637385,394279,7715,789225,53777,4468,1747116,1018.0,57.0,0.0012806662674855517,50.07771993250418
Andhra Pradesh,Nizamabad,18.429485849056604,78.07523490566035,533,2551335,2123426,391596,19653,2357,1847,542,146,720298,155133,565165,371074,192941,5261,545913,35036,3458,1290259,962.0,54.0,0.0013553688559126888,50.571916271285424
Andhra Pradesh,Prakasam,15.489039001601704,80.11665790176184,549,3397448,3150195,220654,18775,266,97,204,206,1087575,214089,873486,787861,151145,6151,763746,43611,4304,1696881,1019.0,56.0,0.001266833223054481,49.945753400787886
Andhra Pradesh,Srikakulam,18.570900998697432,84.25874814010675,542,2703114,2666950,9025,18879,193,77,160,106,902436,149684,752752,255664,166118,3988,615432,32280,3301,1412826,986.0,55.0,0.0012211841601945017,52.26660806758427
Andhra Pradesh,Vizianagaram,18.28329696032972,83.45982854198873,543,2344474,2299129,16423,17853,380,114,815,183,749514,157056,592458,247728,235556,4453,527736,24128,3103,1186512,982.0,53.0,0.0013235378170114063,50.60887858001411
Andhra Pradesh,Warangal,18.01752608695651,79.87422028985509,540,3512576,3273755,197333,31377,1453,253,569,126,1046987,288249,758738,616102,530656,12952,828077,59006,4762,1806921,1003.0,59.0,0.001355700204066759,51.441477707528605
Andhra Pradesh,West Godavari,16.63297943925236,81.45912990654196,546,3936966,3733191,86142,109120,288,209,1578,211,1255628,248373,1007255,811698,109072,12050,1017568,55613,5485,2163854,996.0,67.0,0.0013932048181264456,54.96247618089666
Arunachal Pradesh,Changlang,27.36048479338845,96.37552644628106,253,148226,47683,2134,35969,94,50381,95,11738,39920,6498,33422,0,53878,170,14593,1486,348,85260,1080.0,49.0,0.0023477662488362366,57.5202730964878
Arunachal Pradesh,East Kameng,27.371194055944056,93.04741486013997,247,78690,12333,652,37136,36,452,23,27868,19718,5215,14503,0,72400,57,5318,885,348,46980,971.0,49.0,0.004422417079679756,59.70263057567671
Arunachal Pradesh,East Siang,28.15382352941176,95.06499226006191,251,99214,27854,2289,18254,69,776,30,49393,29021,9524,19497,0,69979,450,14231,1582,644,58992,1021.0,63.0,0.006491019412582902,59.459350494889826
Arunachal Pradesh,Kurung Kumey,28.04853351800553,93.24531994459834,256,92076,4859,471,51189,43,121,81,34158,19695,1092,18603,0,90764,95,3911,969,348,54032,969.0,40.0,0.003779486511142969,58.681958382206
Arunachal Pradesh,Lohit,27.946785273972623,96.59670770547945,259,145726,99020,3846,10684,210,24452,104,7277,44971,11372,33599,0,47410,312,17157,1471,348,84781,1097.0,57.0,0.0023880433141649396,58.17836213167177
Arunachal Pradesh,Lower Dibang Valley,28.32651730103806,95.76567335640142,258,54080,28915,2247,9213,33,2932,19,10393,15950,3950,12000,0,25974,207,5932,742,348,31754,1078.0,59.0,0.006434911242603551,58.71671597633136
Arunachal Pradesh,Lower Subansiri,27.70849297297297,93.96226108108112,255,83030,9551,1482,34402,27,193,13,37085,23477,5365,18112,0,72911,381,12493,1598,348,52828,1016.0,65.0,0.004191256172467783,63.625195712393115
Arunachal Pradesh,Papum Pare,27.273529716981127,93.54468183962264,248,176573,57027,6148,84397,310,4768,139,22586,50488,30180,20308,0,117216,2477,30539,7418,644,110801,1020.0,69.0,0.0036472167318899267,62.75081694256767
Arunachal Pradesh,Tawang,27.680683962264148,91.82504245283016,245,49977,11842,787,776,1164,34920,72,349,13182,2452,10730,0,34811,96,8635,494,348,21416,1400.0,52.0,0.00696320307341377,42.85171178742221
Arunachal Pradesh,Tirap,26.94406229508198,95.41470327868862,254,111975,20682,1103,83361,61,778,43,5325,24920,6500,18420,0,98372,98,16026,888,348,61806,1059.0,43.0,0.0031078365706630946,55.19624916275955
Arunachal Pradesh,Upper Siang,28.8309244897959,95.00155765306124,252,35320,5261,411,5643,27,2577,7,20967,10751,2182,8569,0,28468,97,6198,392,348,17676,1125.0,52.0,0.00985277463193658,50.04530011325028
Arunachal Pradesh,Upper Subansiri,28.277196566523585,93.8991435622318,249,83448,13474,521,8779,28,297,11,59449,19214,4672,14542,0,78323,139,5373,750,348,50078,1002.0,54.0,0.004170261719873454,60.01102482983415
Arunachal Pradesh,West Kameng,27.46486582278483,92.65015750452083,246,83947,31265,1970,8466,328,36087,71,5556,24195,6306,17889,0,46380,202,14188,887,348,41454,1221.0,58.0,0.004145472738751831,49.38115715868345
Arunachal Pradesh,West Siang,28.106296920289843,94.53510344202908,250,112274,15881,2218,29969,577,3311,49,60005,30775,8503,22272,0,92783,303,14204,1300,348,63097,1075.0,58.0,0.003099560004987798,56.1991200099756
Assam,Barpeta,26.427872264631056,90.97912010178116,303,1693622,492966,1198036,1020,112,49,399,14,499381,52192,447189,95320,27344,2078,84804,25286,348,1131798,1049.0,53.0,0.00020547678289488446,66.82707239277713
Assam,Bongaigaon,26.45012521994133,90.6734296187684,319,738804,359145,371033,5924,384,236,871,9,220393,38470,181923,82784,18835,2523,49866,12959,348,482998,1035.0,59.0,0.0004710315591144607,65.37566120378341
Assam,Cachar,24.815570668693017,92.86849650455927,316,1736617,1038985,654816,37635,280,341,1673,98,435160,88933,346227,264897,17569,5316,140205,37541,348,1128555,1042.0,68.0,0.00020038960807132488,64.98583164854426
Assam,Darrang,26.58463215962442,92.04141338028155,325,928500,327322,597392,1688,431,57,724,19,288706,20189,268517,40260,8419,1166,45444,12084,348,603657,1049.0,52.0,0.00037479806138933765,65.01421647819063
Assam,Dhemaji,27.586533438485816,94.71336908517353,308,686133,655052,13475,8711,297,911,167,6315,228262,16504,211758,44225,325560,1192,28195,10410,348,369333,1049.0,62.0,0.0005071902969249402,53.82819365924683
Assam,Dibrugarh,27.30612284482757,95.0998282327587,310,1326335,1198401,64526,52968,2261,4673,1055,46,377015,77163,299852,58876,102871,8817,136685,34479,348,765778,1041.0,67.0,0.000262377152076964,57.73639389746934
Assam,Goalpara,26.017277777777807,90.59869891598912,302,1008183,347878,579929,77862,771,194,477,103,268114,39504,228610,45094,231570,1364,78641,13524,348,645610,1037.0,56.0,0.0003451754294607229,64.03698534889003
Assam,Golaghat,26.377219709794485,93.82583397823468,313,1066888,917426,90312,50582,1131,3863,530,1347,327083,34190,292893,62298,111765,3073,82345,17636,348,586960,1037.0,68.0,0.0003261823171691874,55.01608416253627
Assam,Hailakandi,24.457496089385486,92.59154664804475,318,659296,251194,397653,8480,84,490,247,636,175417,16202,159215,70659,691,1211,44143,10615,348,445056,1051.0,62.0,0.0005278357520749406,67.50473232053584
Assam,Jorhat,26.76244824016563,94.30197722567289,312,1092256,1008219,54684,21051,1540,2378,719,578,367154,80824,286330,88665,139971,5651,122063,26357,348,593638,1040.0,73.0,0.000318606627017842,54.34971288782117
Assam,Kamrup,26.170939452054807,91.58863273972592,321,1517542,877495,601784,33297,319,185,1330,55,434445,43849,390596,107827,182038,3109,122191,23468,348,888588,1053.0,66.0,0.00022931820008935503,58.55442551178155
Assam,Karbi Anglong,26.08966454598031,93.11536570271832,314,956313,766000,20290,157789,370,6260,397,3568,252876,37185,215691,44961,538738,1923,53918,11340,348,572872,1052.0,58.0,0.0003638975941977156,59.90423637449245
Assam,Karimganj,24.69660712250711,92.3679498575498,317,1228686,521962,692489,11990,114,446,524,110,294640,32695,261945,157890,1940,1933,70951,24699,348,829515,1038.0,65.0,0.00028322940116514713,67.51236686997328
Assam,Kokrajhar,26.497246635730868,90.13997470997688,300,887142,529068,252271,101091,93,1718,396,123,222011,17115,204896,29570,278665,1218,41373,14063,348,546011,1043.0,55.0,0.0003922709104066767,61.547193121281595
Assam,Lakhimpur,27.14128805970149,94.0775949253732,307,1042137,797130,193476,46217,412,1074,250,2410,327933,34694,293239,81840,249426,1948,60296,15011,348,612142,1034.0,66.0,0.0003339292242766546,58.73911011699997
Assam,Nagaon,26.26462170626351,92.9306191144708,305,2823768,1225246,1563203,26844,3036,1073,1162,61,799185,124186,674999,266350,115153,5121,195631,45956,348,1843770,1039.0,61.0,0.00012323958625496146,65.29467010037652
Assam,Nalbari,26.46323767605632,91.40598521126763,323,771639,491582,277488,429,62,27,1004,9,238944,28238,210706,60216,23364,1631,68313,12360,348,504016,1054.0,69.0,0.0004509880915816852,65.31759022029732
Assam,Sonitpur,26.73514926829268,92.85197804878044,306,1924110,1422824,350536,138166,1363,5088,1003,221,547853,64528,483325,109130,232207,4358,133368,31254,348,1153504,1046.0,58.0,0.00018086284048209303,59.95000285846444
Assam,Tinsukia,27.53549291139241,95.69055949367085,309,1327929,1181347,48373,76877,1999,16228,837,395,381614,90910,290704,37688,82066,5135,161718,27948,348,770733,1050.0,60.0,0.00026206220362685054,58.040226548256726
Bihar,Araria,26.211528119180603,87.30766554934816,209,2811569,1593525,1207442,4116,371,187,1910,63,703274,44213,659061,382654,38848,2561,43290,29796,2035,1741676,1085.0,43.0,0.0007237951478338252,61.94676353310198
Bihar,Aurangabad,24.774291867469877,84.45986024096379,235,2540073,2291133,237353,2218,295,334,775,19,477297,49006,428291,612064,1033,2362,44456,31168,2215,1702303,1080.0,58.0,0.00087202218203965,67.01787704526602
Bihar,Aurangabad,24.774291867469877,84.45986024096379,515,3701282,2545438,786677,15991,5142,309093,30981,1005,979132,427343,551789,539368,143366,23258,589477,69937,8119,2126203,1083.0,68.0,0.0021935642839426986,57.44504201517204
Bihar,Banka,24.832355642023337,86.8664916342413,225,2034763,1772655,250925,6138,139,113,94,1035,444096,18492,425604,247858,90432,1704,62359,22300,1738,1263683,1103.0,47.0,0.0008541535304111584,62.104677547213115
Bihar,Begusarai,25.54302613168723,86.12560144032932,222,2970541,2554330,407348,2209,402,229,276,57,733625,139248,594377,432270,1597,4644,120373,43127,2354,2032359,1117.0,52.0,0.0007924482442760426,68.41713344471596
Bihar,Bhagalpur,25.277192885375477,87.04213814229242,224,3037766,2487866,537098,3556,415,180,1050,32,653161,130634,522527,318569,67180,6764,174534,46929,2814,2054238,1136.0,52.0,0.0009263386317445122,67.623312658052
Bihar,Bhojpur,25.50666439393939,84.49407803030304,231,2728407,2518216,197819,2165,544,647,1472,48,511927,77368,434559,425402,13977,3661,62153,34658,2600,1905914,1102.0,59.0,0.0009529370068321919,69.85446086306038
Bihar,Buxar,25.48593018867924,84.08808081760995,232,1706352,1591454,105423,2125,248,5090,97,57,334657,35405,299252,251737,26824,1784,46760,19324,1556,1168030,1085.0,58.0,0.0009118868791433421,68.45187862762197
Bihar,Darbhanga,26.146187719298258,85.97387352472099,215,3937385,3042729,881476,3534,832,245,236,101,1002713,95539,907174,615688,2772,6280,127442,53205,3514,2713745,1097.0,46.0,0.0008924705102498232,68.92252091172186
Bihar,Gaya,24.7266541547278,84.94291217765044,236,4391418,3876395,488121,3943,913,870,1723,108,807571,111282,696289,1334351,3098,6856,112617,57011,3998,2727356,1067.0,52.0,0.0009104120810180219,62.10649954069506
Bihar,Gopalganj,26.44874364161851,84.34636127167629,217,2562012,2119262,436057,2463,271,167,133,28,554058,38133,515925,320064,60807,3707,69375,33596,2370,1833811,979.0,54.0,0.0009250542152027391,71.57698714916245
Bihar,Jamui,24.78418380462726,86.26316298200514,238,1760405,1525746,217621,8443,162,159,87,3438,356760,30851,325909,302649,78793,1839,32633,22414,1516,1032834,1085.0,49.0,0.0008611654704457213,58.670249175615844
Bihar,Jehanabad,25.155679045643165,84.9208124481328,239,1125313,1045117,75742,691,148,248,60,58,214792,28132,186660,222974,1285,1106,27641,11302,960,759935,1085.0,55.0,0.0008530959830731539,67.53098915590596
Bihar,Katihar,25.56565356037151,87.70466083591326,212,3071029,1684589,1365645,8659,2754,212,507,2141,738070,69838,668232,263100,179971,2941,60900,27263,2516,2057463,1088.0,42.0,0.0008192693719271294,66.9958831388437
Bihar,Khagaria,25.53558891454964,86.56593256351037,223,1666886,1486989,175588,1253,143,79,86,115,394703,21007,373696,247161,675,1580,40641,21654,1254,1106081,1129.0,46.0,0.0007523009971887699,66.35612753361657
Bihar,Kishanganj,26.324336758321294,87.95045007235886,210,1690400,531236,1149095,5783,398,183,1476,28,445150,43357,401793,113118,64224,1093,58718,14073,1347,1161336,1053.0,44.0,0.0007968528159015617,68.70184571699006
Bihar,Lakhisarai,25.183449321266963,86.12825701357468,227,1000912,956396,40886,487,140,52,78,52,207645,31763,175882,153209,8333,1186,44491,8862,904,674336,1109.0,51.0,0.0009031763032114711,67.37215659318701
Bihar,Madhepura,25.77341929460581,86.8978443983403,213,2001762,1753829,241760,1342,170,60,133,81,510278,24000,486278,346275,12532,1397,23236,23309,1494,1224216,1098.0,42.0,0.0007463424722819196,61.15692075281677
Bihar,Madhubani,26.41380538172716,86.16328360450552,207,4487379,3652168,818912,3262,564,328,442,169,1088786,41234,1047552,587158,3990,5319,113281,65548,3520,2850441,1079.0,48.0,0.0007844222652020255,63.52128937627065
Bihar,Munger,25.198537962962963,86.54173672839504,226,1367765,1252319,110416,1815,338,95,145,61,308063,85782,222281,183846,21404,2653,90461,17946,1424,941107,1141.0,59.0,0.001041114518941485,68.80619112201292
Bihar,Muzaffarpur,26.18664417177915,85.32745092024543,216,4801062,4032773,745546,5149,933,288,382,98,1119394,120700,998694,751975,5979,10290,180651,73012,4105,3253476,1112.0,52.0,0.0008550191603441072,67.76575682630218
Bihar,Nalanda,25.229345508982053,85.48053113772461,229,2877653,2669775,198033,1978,393,414,561,64,616663,102522,514141,607672,1442,4156,101378,43848,2578,1832233,1084.0,53.0,0.0008958689598780673,63.67108890474286
Bihar,Nawada,24.825708836206903,85.61594568965519,237,2219146,1964620,244394,1299,250,176,279,80,424874,45323,379551,565112,2045,1841,31162,28411,1924,1402105,1065.0,49.0,0.0008670001883607478,63.18218810299096
Bihar,Pashchim Champaran,27.16064352201258,84.30265911949685,203,3935042,3047427,865090,8469,926,1337,296,1895,936134,96620,839514,553944,250046,3495,57546,41143,3181,2456095,1100.0,45.0,0.0008083776488281446,62.41597929577372
Bihar,Patna,25.40297114503818,85.3198433587787,230,5838465,5356075,439952,12551,4803,1062,2151,203,1210094,552103,657991,920918,9069,40692,546859,132582,7065,3956579,1115.0,59.0,0.0012100783339456518,67.76745257529161
Bihar,Purba Champaran,26.68129336734693,85.00382155612242,204,5099371,4086453,990349,4865,668,878,464,104,1243825,101565,1142260,649726,12461,7719,74979,70258,4098,3361832,1109.0,45.0,0.000803628525949573,65.92640543314067
Bihar,Purnia,25.81714801901739,87.40447606973065,211,3264619,1989420,1255641,7989,614,353,1450,650,798596,85749,712847,390991,139490,4170,86058,33664,2641,2121301,1086.0,41.0,0.0008089764839327346,64.97851663547874
Bihar,Rohtas,24.99170460829495,83.9350762672811,234,2959918,2645415,300487,2889,2569,1584,252,537,608061,95678,512383,549546,31650,4594,114893,36279,1555,2035039,1090.0,61.0,0.0005253523915189543,68.75322221764252
Bihar,Saharsa,25.821270696721303,86.54670819672135,214,1900661,1629254,266620,1292,197,60,109,8,470697,38046,432651,317249,6009,1668,41342,19415,1582,1250763,1104.0,42.0,0.0008323420115423002,65.80673776123149
Bihar,Samastipur,25.793205563909765,85.94833323308269,221,4261566,3800598,452370,2126,554,292,231,112,1056465,43486,1012979,803128,1884,5379,88021,50918,3500,2918166,1098.0,50.0,0.0008212943317081092,68.47637699380932
Bihar,Saran,25.89656077844312,84.82266287425155,219,3951862,3534772,406449,2330,371,229,322,107,777622,76299,701323,474066,36786,4509,94787,37442,3667,2911631,1049.0,55.0,0.0009279170173452413,73.67744622661418
Bihar,Sheikhpura,25.12472436548223,85.77839390862943,228,636342,596102,37653,313,75,41,43,31,132638,24345,108293,131115,617,631,20065,8873,565,411687,1075.0,52.0,0.0008878873310263978,64.69587108818843
Bihar,Sheohar,26.458380748663107,85.29539411764709,205,656246,552492,99342,522,216,73,52,44,166000,7516,158484,96655,318,478,10004,6698,489,439874,1120.0,43.0,0.0007451473989936701,67.02882760428254
Bihar,Sitamarhi,26.56570069686413,85.61172491289203,206,3423574,2672311,740101,2897,261,253,188,20,856964,49670,807294,405714,2989,3460,66263,42461,2679,2308991,1113.0,42.0,0.0007825155816699157,67.44387590278464
Bihar,Siwan,26.1736372013652,84.33766552901022,218,3330464,2712635,608282,2618,369,407,359,86,674372,41858,632514,386685,87000,3834,52935,37833,3014,2398048,1012.0,58.0,0.0009049790059283031,72.00342054440463
Bihar,Supaul,26.28157893772896,86.78496465201461,208,2229076,1809936,409251,3758,271,136,546,42,600102,27815,572287,354249,10168,1845,51028,25078,1836,1351394,1076.0,46.0,0.0008236596688493349,60.62574806780926
Bihar,Vaishali,25.8134703180212,85.39247597173153,220,3495021,3152346,333980,2203,707,362,246,71,750811,51494,699317,738031,2274,4810,70001,39564,2930,2434677,1118.0,55.0,0.0008383354492004483,69.66129817245734
Chandigarh,Chandigarh,30.7426,76.75872465753424,55,1055450,852574,51447,8720,138329,1160,1960,246,298367,289456,8911,199086,0,44283,231204,78113,34145,651314,1223.0,76.0,0.03235112984982709,61.70960253920129
Chhattisgarh,Bastar,19.393866751269048,81.52895126903546,414,1413199,1277975,12413,27951,2099,985,3466,86925,371319,54894,316425,37963,931780,1782,157646,9042,1529,686668,977.0,46.0,0.001081942458210061,48.58961830570217
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,30,381956,371973,6984,236,2387,113,10,7,164445,11987,152458,98989,10693,1574,79146,6281,3666,176085,1019.0,75.0,0.009597964163411493,46.10085978489669
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,406,2663629,2540763,57973,20745,6373,2979,2357,29122,737806,188174,549632,552992,498469,8566,519704,30892,2981,1460432,1030.0,60.0,0.001119149851574675,54.82865669355604
Chhattisgarh,Dhamtari,20.554912627291245,81.7569195519348,412,799781,777188,10425,2644,1196,667,3612,3685,210481,41792,168689,58581,207633,1016,148926,4804,782,396886,990.0,68.0,0.0009777676638979922,49.62433466161362
Chhattisgarh,Durg,21.194463849287164,81.33181639511197,409,3343872,3129745,83499,24304,24276,19587,17209,42569,883189,349741,533448,458040,397416,16141,614109,51289,4209,1847067,1012.0,69.0,0.001258720429490124,55.23737152618282
Chhattisgarh,Jashpur,22.77286167664669,83.8703962075848,402,851669,629509,15336,189588,474,467,694,14835,226392,20722,205670,48844,530378,567,76783,5755,856,364309,995.0,58.0,0.0010050853089639284,42.775890633567734
Chhattisgarh,Korba,22.491712499999995,82.57604326923074,404,1206640,1133176,30195,21059,3666,897,753,15649,332653,126055,206598,124679,493559,4544,202380,18004,1565,685454,1032.0,62.0,0.0012969899887290326,56.806835510177024
Chhattisgarh,Koriya,23.50412776859501,82.12515636363635,400,658917,604259,25878,9398,1391,84,1155,15474,181615,59763,121852,54776,304280,1667,80023,7609,852,351846,1033.0,60.0,0.0012930308369642914,53.397620641142964
Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384,411,1032754,1008061,12570,5284,2941,521,1495,1417,310567,35774,274793,139581,279896,961,212487,5614,964,533494,983.0,62.0,0.0009334265468833817,51.6574130915978
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,403,1493984,1422986,17332,47653,2117,781,409,1782,420916,66638,354278,224942,505609,3342,297308,13857,1575,803817,1009.0,64.0,0.0010542281577312742,53.80358825797331
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,520,2634200,2239370,227465,17452,7477,121791,12260,1159,959028,377160,581868,134952,305125,38570,547206,96301,6097,1561231,1042.0,74.0,0.002314554703515299,59.26774732366563
Chhattisgarh,Raipur,20.88603153846152,82.20032759615388,410,4063872,3881485,103038,23181,16707,8397,17137,10680,1068500,395001,673499,724250,476446,20261,728556,59523,4561,2306208,1016.0,65.0,0.001122328656020662,56.74903146555798
Chhattisgarh,Surguja,23.32719278728607,83.23582493887531,401,2359886,2126195,81442,97432,2303,1287,623,48295,590763,65167,525596,115652,1300628,2737,253131,18983,2462,1204079,1023.0,50.0,0.0010432707342642822,51.02276126897656
Daman and Diu,Daman,20.431616666666677,72.8392366071429,495,191173,171537,16087,2618,169,216,244,79,71079,61073,10006,4262,15240,1316,49249,4543,34145,85652,1874.0,79.0,0.17860785780418784,44.80339796937852
Daman and Diu,Junagadh,20.72568199498111,70.83985639899612,479,2743082,2397056,334858,2586,1110,1291,3841,77,776743,287506,489237,265793,55571,6628,498326,26991,5549,1619373,1049.0,67.0,0.002022907080429969,59.034801001209594
Goa,North Goa,15.548723418714054,73.80667997909038,585,818008,622213,57941,134169,618,553,546,166,325089,209230,115859,17606,56606,23440,173951,56266,2078,490350,1038.0,81.0,0.0025403174541080284,59.944401521745505
Goa,South Goa,15.195278658183785,73.941792596877,586,640537,341664,63623,231961,855,542,563,92,251493,162873,88620,7843,92669,17624,138810,44299,1646,390947,1014.0,78.0,0.0025697188452813813,61.03425719357352
Gujarat,Ahmadabad,22.605425564971743,72.23898135593227,474,7214225,6042416,883238,50754,14542,4518,209287,2055,2198552,1845383,353169,759483,89138,126341,1456046,273651,18633,4619273,1106.0,75.0,0.0025828138157598358,64.03006559956198
Gujarat,Amreli,21.04832649310872,71.43457637825426,480,1514190,1410463,99105,919,415,243,2053,40,430613,116899,313714,132915,7322,2538,273331,12765,2825,857051,1038.0,66.0,0.001865683963042947,56.601285175572414
Gujarat,Anand,22.282718206229863,72.57782051557454,482,2092745,1798794,250919,29789,1524,267,8591,142,621987,208909,413078,104465,24824,9902,378310,32523,4372,1247951,1081.0,74.0,0.002089122181632258,59.6322533323458
Gujarat,Banas Kantha,24.258538965517253,71.93205252873561,469,3120506,2890305,213505,1686,486,281,12659,83,804197,137424,666773,327460,284155,3424,396873,23149,4242,1871906,1066.0,55.0,0.0013593949186446045,59.98725847667012
Gujarat,Bharuch,21.75787276237761,72.67326346710801,488,1551019,1188204,343511,9494,1733,442,4813,342,481996,181319,300677,62235,488194,10257,309091,29531,3242,923895,1081.0,72.0,0.002090238739822014,59.566968554221454
Gujarat,Bhavnagar,21.70219390341736,72.16272632761141,481,2880365,2632574,212863,3457,1410,445,26974,127,744077,356826,387251,157034,9110,7297,500757,28925,5434,1729733,1072.0,66.0,0.001886566459459131,60.052562782841754
Gujarat,Gandhinagar,23.193679790026252,72.67221679790026,473,1391753,1319586,57273,3237,1985,497,6405,82,433258,195634,237624,108608,18204,12107,262539,33662,6016,856777,1084.0,74.0,0.004322606094615927,61.560995377771775
Gujarat,Jamnagar,22.410600414263328,69.62062005768233,477,2160119,1810443,320805,4392,1873,1086,18856,136,646325,299167,347158,173895,24187,11573,386538,30384,5028,1312679,1065.0,65.0,0.002327649541529888,60.76882801364184
Gujarat,Junagadh,20.929523011609785,70.54733890140345,479,2743082,2397056,334858,2586,1110,1291,3841,77,776743,287506,489237,265793,55571,6628,498326,26991,5549,1619373,1049.0,67.0,0.002022907080429969,59.034801001209594
Gujarat,Kachchh,23.48057203301311,68.82192301497916,468,2092371,1608921,442355,6192,6353,490,25312,98,739275,250982,488293,258859,24228,9631,403294,31961,4146,1316143,1102.0,60.0,0.0019814841631813863,62.90199013463673
Gujarat,Kheda,22.88765312500002,73.018803515625,483,2299885,2000884,264482,26629,1403,300,3479,82,622026,160547,461479,115631,40336,5710,372226,24502,4252,1365902,1064.0,72.0,0.001848788091578492,59.39001297890981
Gujarat,Mahesana,23.529355452865065,72.45545194085031,471,2035064,1885732,136431,1954,1082,146,7087,88,659743,183738,476005,162288,9392,7759,385609,33731,3648,1223000,1080.0,74.0,0.001792572616880845,60.09639008896035
Gujarat,Narmada,21.70666386292833,73.68403208722742,487,590297,559848,22600,4413,147,80,373,2078,160369,22248,138121,8733,481392,576,101940,4081,979,295502,1041.0,63.0,0.001658487168323742,50.05988510868258
Gujarat,Navsari,20.866973318871995,72.86184869848157,490,1329672,1225087,78669,5733,2459,601,13386,2823,409156,141417,267739,35464,639659,6726,267679,24397,3256,737838,1041.0,75.0,0.0024487241966439843,55.490226161038215
Gujarat,Panch Mahals,22.80435606837605,73.61984598290586,484,2390776,2220974,158513,2863,662,337,5236,131,567601,104238,463363,100446,721604,3456,398937,19753,3981,1293269,1054.0,60.0,0.0016651497254447929,54.0941100295469
Gujarat,Patan,23.80634198473284,71.75162977099237,470,1343734,1194745,142797,916,337,66,3602,66,404138,102655,301483,123408,13303,2231,223424,12870,2199,788904,1069.0,62.0,0.0016364846018631664,58.70983394034831
Gujarat,Porbandar,21.55092351651571,69.71896987722886,478,585449,549749,33565,500,248,91,515,38,183572,87557,96015,51830,13039,1653,117040,5639,1463,354280,1052.0,67.0,0.0024989367135309823,60.514237790140555
Gujarat,Rajkot,22.40603377715488,70.83679439383323,476,3804558,3397406,361388,5478,1918,1170,33591,269,1181006,721532,459474,290169,24017,21785,747352,67370,8498,2325508,1079.0,72.0,0.0022336366011505146,61.12426200362828
